trade_date,total_amt_yi,dual_amt_yi,dual_ratio,rzye_yi,circ_mv_yi,margin_ratio,turnover
20220617,10937.0,2602.3,0.2379,14769.4,682428.5,0.02164,0.01603
20220620,11648.5,2744.5,0.2356,14831.5,686148.5,0.02162,0.01698
20220621,10803.6,2578.2,0.2386,14809.3,683980.1,0.02165,0.0158
20220622,9967.5,2501.0,0.2509,14850.5,674922.2,0.022,0.01477
20220623,10762.2,2618.7,0.2433,14880.2,687897.4,0.02163,0.01565
20220624,11608.0,2925.5,0.252,14868.5,694905.4,0.0214,0.0167
20220627,12292.5,2980.0,0.2424,14961.1,702231.3,0.02131,0.0175
20220628,12222.6,3000.1,0.2455,15046.7,710061.8,0.02119,0.01721
20220629,13167.9,3172.2,0.2409,15052.5,697933.4,0.02157,0.01887
20220630,11601.1,2747.3,0.2368,15097.7,706780.6,0.02136,0.01641
20220701,10515.6,2441.8,0.2322,15072.0,705477.6,0.02136,0.01491
20220704,11309.0,2691.2,0.238,15153.7,711027.4,0.02131,0.01591
20220705,11814.2,2748.7,0.2327,15187.3,710067.5,0.02139,0.01664
20220706,10869.1,2566.3,0.2361,15231.7,700237.3,0.02175,0.01552
20220707,10532.7,2644.4,0.2511,15276.9,704127.4,0.0217,0.01496
20220708,10296.5,2643.8,0.2568,15234.2,702245.6,0.02169,0.01466
20220711,10090.3,2342.7,0.2322,15245.0,692670.6,0.02201,0.01457
20220712,9770.7,2243.2,0.2296,15223.0,685240.5,0.02222,0.01426
20220713,9425.9,2173.5,0.2306,15246.4,687656.9,0.02217,0.01371
20220714,10280.9,2482.7,0.2415,15264.3,689414.5,0.02214,0.01491
20220715,10881.1,2498.0,0.2296,15212.2,678303.1,0.02243,0.01604
20220718,10218.1,2614.5,0.2559,15263.7,689232.4,0.02215,0.01483
20220719,9971.7,2595.1,0.2602,15292.8,689900.9,0.02217,0.01445
20220720,9529.4,2448.6,0.2569,15311.0,694903.1,0.02203,0.01371
20220721,10186.9,2526.6,0.248,15306.1,688635.1,0.02223,0.01479
20220722,9417.7,2401.6,0.255,15275.5,689479.4,0.02216,0.01366
20220725,8624.0,2179.0,0.2527,15270.3,684656.9,0.0223,0.0126
20220726,8346.5,2046.9,0.2452,15270.4,691282.1,0.02209,0.01207
20220727,8688.1,2293.9,0.264,15309.8,691560.1,0.02214,0.01256
20220728,10078.4,2707.8,0.2687,15312.6,693046.9,0.02209,0.01454
20220729,10149.4,2598.9,0.2561,15277.3,686939.0,0.02224,0.01477
20220801,9941.5,2636.2,0.2652,15305.3,690252.4,0.02217,0.0144
20220802,11814.5,3078.5,0.2606,15184.7,673140.3,0.02256,0.01755
20220803,11155.0,3107.2,0.2785,15154.0,667704.8,0.0227,0.01671
20220804,8995.9,2478.5,0.2755,15177.5,673484.0,0.02254,0.01336
20220805,9957.3,3060.3,0.3073,15145.9,682025.1,0.02221,0.0146
20220808,9533.5,2871.3,0.3012,15186.3,685798.8,0.02214,0.0139
20220809,9535.2,2818.4,0.2956,15231.9,688478.9,0.02212,0.01385
20220810,9671.9,2806.0,0.2901,15263.5,685257.2,0.02227,0.01411
20220811,10674.7,3083.7,0.2889,15278.3,696417.9,0.02194,0.01533
20220812,10001.7,2799.8,0.2799,15223.2,695495.1,0.02189,0.01438
20220815,9769.8,2631.3,0.2693,15277.8,696442.1,0.02194,0.01403
20220816,10209.0,2770.6,0.2714,15304.8,698141.3,0.02192,0.01462
20220817,10751.4,2890.5,0.2688,15330.9,702204.3,0.02183,0.01531
20220818,10546.2,2981.7,0.2827,15362.7,699504.3,0.02196,0.01508
20220819,11206.9,3107.1,0.2773,15307.6,694164.8,0.02205,0.01614
20220822,10271.7,2704.5,0.2633,15319.9,700468.1,0.02187,0.01466
20220823,10026.3,2544.0,0.2537,15349.0,699746.0,0.02194,0.01433
20220824,11264.6,2952.4,0.2621,15293.6,684155.5,0.02235,0.01646
20220825,9866.9,2450.9,0.2484,15262.9,688166.9,0.02218,0.01434
20220826,9294.4,2279.6,0.2453,15209.5,686205.1,0.02216,0.01354
20220829,8460.0,2122.6,0.2509,15218.7,687773.1,0.02213,0.0123
20220830,8386.7,2096.8,0.25,15209.3,685124.0,0.0222,0.01224
20220831,10024.4,2449.2,0.2443,15106.5,677356.3,0.0223,0.0148
20220901,7950.8,1955.4,0.2459,15067.2,673094.8,0.02238,0.01181
20220902,7469.7,1929.7,0.2583,15034.4,674553.9,0.02229,0.01107
20220905,7698.9,1893.5,0.2459,15043.8,676312.8,0.02224,0.01138
20220906,8692.8,2046.0,0.2354,15045.3,685172.2,0.02196,0.01269
20220907,8721.7,2153.1,0.2469,15066.2,686530.4,0.02195,0.0127
20220908,7884.7,1894.2,0.2402,15051.9,683172.9,0.02203,0.01154
20220909,7797.3,1760.5,0.2258,14971.1,688920.7,0.02173,0.01132
20220913,7715.4,1717.3,0.2226,14993.3,690068.2,0.02173,0.01118
20220914,7229.3,1755.6,0.2428,14989.8,683686.5,0.02192,0.01057
20220915,9194.5,2263.0,0.2461,14934.1,673176.2,0.02218,0.01366
20220916,8003.0,1932.1,0.2414,14878.4,657750.4,0.02262,0.01217
20220919,6663.1,1704.6,0.2558,14849.7,655505.0,0.02265,0.01016
20220920,6518.4,1562.8,0.2398,14857.6,658896.6,0.02255,0.00989
20220921,6382.8,1492.1,0.2338,14863.7,657670.0,0.0226,0.00971
20220922,6400.5,1508.0,0.2356,14844.7,654749.6,0.02267,0.00978
20220923,6685.6,1590.5,0.2379,14770.7,649006.3,0.02276,0.0103
20220926,6682.5,1632.1,0.2442,14726.1,642671.3,0.02291,0.0104
20220927,6669.5,1622.5,0.2433,14712.0,653279.8,0.02252,0.01021
20220928,6486.9,1554.2,0.2396,14640.0,640801.4,0.02285,0.01012
20220929,6258.5,1517.3,0.2424,14598.7,640191.7,0.0228,0.00978
20220930,5616.7,1381.3,0.2459,14435.6,635982.1,0.0227,0.00883
20221010,6286.8,1528.8,0.2432,14442.5,624542.8,0.02312,0.01007
20221011,5644.1,1395.9,0.2473,14434.3,626829.4,0.02303,0.009
20221012,7107.8,1830.7,0.2576,14448.0,638399.4,0.02263,0.01113
20221013,7290.3,1870.6,0.2566,14457.5,636936.8,0.0227,0.01145
20221014,8618.2,2362.0,0.2741,14439.4,650960.6,0.02218,0.01324
20221017,8082.8,2268.0,0.2806,14463.3,654237.4,0.02211,0.01235
20221018,7950.4,2166.6,0.2725,14484.5,654578.5,0.02213,0.01215
20221019,7594.2,2004.7,0.264,14503.3,646905.8,0.02242,0.01174
20221020,7972.2,2241.5,0.2812,14509.2,644238.0,0.02252,0.01237
20221021,7133.5,1882.4,0.2639,14467.2,644055.1,0.02246,0.01108
20221024,8816.6,2270.7,0.2576,14496.6,631435.6,0.02296,0.01396
20221025,8034.4,2267.6,0.2822,14495.3,630086.6,0.02301,0.01275
20221026,9149.5,2721.1,0.2974,14535.2,631880.1,0.023,0.01448
20221027,9246.6,2777.8,0.3004,14525.7,632851.8,0.02295,0.01461
20221028,9106.0,2613.2,0.287,14411.9,616663.1,0.02337,0.01477
20221031,8837.4,2542.1,0.2877,14428.2,614398.5,0.02348,0.01438
20221101,9780.8,2667.5,0.2727,14464.4,631706.2,0.0229,0.01548
20221102,10530.1,2979.2,0.2829,14476.9,639048.6,0.02265,0.01648
20221103,8872.0,2543.2,0.2867,14521.5,638174.6,0.02275,0.0139
20221104,10813.4,2906.1,0.2688,14531.4,654781.7,0.02219,0.01651
20221107,10071.3,2751.4,0.2732,14588.3,657426.1,0.02219,0.01532
20221108,8363.5,2297.9,0.2747,14632.2,654786.5,0.02235,0.01277
20221109,7794.5,2076.0,0.2663,14657.5,651448.0,0.0225,0.01196
20221110,8435.0,2421.3,0.2871,14663.2,647872.0,0.02263,0.01302
20221111,12238.4,3198.6,0.2614,14599.0,658627.1,0.02217,0.01858
20221114,10677.9,2689.6,0.2519,14604.5,657943.9,0.0222,0.01623
20221115,10590.8,2909.3,0.2747,14637.0,669887.5,0.02185,0.01581
20221116,9432.2,2601.5,0.2758,14655.6,666192.6,0.022,0.01416
20221117,9134.8,2544.2,0.2785,14683.8,665445.4,0.02207,0.01373
20221118,9795.6,2780.5,0.2839,14650.6,662737.2,0.02211,0.01478
20221121,8504.6,2345.9,0.2758,14711.6,661053.3,0.02225,0.01287
20221122,8853.1,2368.8,0.2676,14711.8,658661.2,0.02234,0.01344
20221123,8311.1,2229.3,0.2682,14716.3,658921.4,0.02233,0.01261
20221124,7486.6,1915.6,0.2559,14716.3,658290.7,0.02236,0.01137
20221125,7404.5,1745.2,0.2357,14645.5,658494.7,0.02224,0.01124
20221128,7589.2,1761.1,0.2321,14642.3,654674.5,0.02237,0.01159
20221129,9685.5,2157.1,0.2227,14661.0,670691.8,0.02186,0.01444
20221130,9317.2,2054.9,0.2206,14643.6,671474.1,0.02181,0.01388
20221201,10588.5,2504.5,0.2365,14655.6,676279.6,0.02167,0.01566
20221202,8650.4,2177.9,0.2518,14638.3,674572.2,0.0217,0.01282
20221205,10555.8,2455.8,0.2327,14707.5,683111.5,0.02153,0.01545
20221206,9985.5,2307.9,0.2311,14715.7,684317.6,0.0215,0.01459
20221207,9493.3,2274.5,0.2396,14742.6,683008.0,0.02158,0.0139
20221208,8703.5,2142.2,0.2461,14742.0,682240.8,0.02161,0.01276
20221209,10095.7,2532.9,0.2509,14715.7,685403.0,0.02147,0.01473
20221212,9103.5,2309.4,0.2537,14768.5,680120.8,0.02171,0.01339
20221213,8169.1,2150.6,0.2633,14769.4,678454.9,0.02177,0.01204
20221214,8112.5,2054.6,0.2533,14746.8,678379.4,0.02174,0.01196
20221215,7667.3,1927.8,0.2514,14771.8,678214.9,0.02178,0.01131
20221216,7618.2,1961.0,0.2574,14718.0,677035.1,0.02174,0.01125
20221219,7571.4,1812.5,0.2394,14697.3,665457.6,0.02209,0.01138
20221220,6400.9,1501.5,0.2346,14699.8,658422.5,0.02233,0.00972
20221221,5751.8,1411.6,0.2454,14662.4,655976.7,0.02235,0.00877
20221222,6579.3,1533.1,0.233,14617.4,653728.1,0.02236,0.01006
20221223,5856.6,1470.5,0.2511,14561.9,652235.3,0.02233,0.00898
20221226,6246.3,1598.6,0.2559,14583.2,658218.9,0.02216,0.00949
20221227,6690.4,1722.5,0.2575,14563.0,664676.0,0.02191,0.01007
20221228,6511.4,1554.3,0.2387,14529.8,661700.0,0.02196,0.00984
20221229,6150.8,1473.5,0.2396,14524.5,659338.3,0.02203,0.00933
20221230,6044.0,1410.3,0.2333,14445.1,662365.0,0.02181,0.00912
20230103,7890.9,1997.6,0.2532,14495.0,669413.5,0.02165,0.01179
20230104,7839.4,1932.1,0.2465,14505.3,671159.5,0.02161,0.01168
20230105,8429.4,2069.8,0.2456,14522.1,679783.2,0.02136,0.0124
20230106,8382.6,2087.2,0.249,14491.5,680416.3,0.0213,0.01232
20230109,8073.2,1970.8,0.2441,14514.5,684605.2,0.0212,0.01179
20230110,7473.1,1849.9,0.2475,14512.1,684932.5,0.02119,0.01091
20230111,7419.2,1847.4,0.249,14497.0,682438.8,0.02124,0.01087
20230112,6814.9,1686.8,0.2475,14476.1,683315.4,0.02119,0.00997
20230113,7024.4,1753.8,0.2497,14430.6,690376.0,0.0209,0.01017
20230116,9172.4,2275.3,0.2481,14433.4,699900.6,0.02062,0.01311
20230117,7072.9,1774.5,0.2509,14419.4,699422.8,0.02062,0.01011
20230118,6360.8,1540.1,0.2421,14386.8,699965.5,0.02055,0.00909
20230119,6872.0,1779.8,0.259,14363.6,703898.4,0.02041,0.00976
20230120,7493.5,1822.1,0.2432,14187.7,709026.0,0.02001,0.01057
20230130,10625.4,2743.6,0.2582,14391.9,713920.3,0.02016,0.01488
20230131,9022.7,2249.1,0.2493,14450.6,710934.1,0.02033,0.01269
20230201,10065.3,2605.0,0.2588,14531.1,718445.1,0.02023,0.01401
20230202,10256.7,2788.7,0.2719,14577.0,718410.1,0.02029,0.01428
20230203,9155.6,2444.3,0.267,14581.0,714253.3,0.02041,0.01282
20230206,8754.5,2539.0,0.29,14641.4,709642.1,0.02063,0.01234
20230207,8463.1,2614.5,0.3089,14694.7,712016.9,0.02064,0.01189
20230208,8054.6,2449.0,0.3041,14709.4,707937.0,0.02078,0.01138
20230209,9018.6,2860.7,0.3172,14728.1,717443.6,0.02053,0.01257
20230210,8937.7,2834.5,0.3171,14706.3,715240.9,0.02056,0.0125
20230213,9826.1,2918.9,0.2971,14769.1,722002.6,0.02046,0.01361
20230214,9227.7,2698.5,0.2924,14806.2,722932.7,0.02048,0.01276
20230215,9426.7,2963.3,0.3144,14838.2,721541.7,0.02056,0.01306
20230216,11974.7,3504.7,0.2927,14811.1,712838.2,0.02078,0.0168
20230217,9176.1,2689.9,0.2931,14767.8,706641.4,0.0209,0.01299
20230220,9528.5,2511.6,0.2636,14821.8,720538.1,0.02057,0.01322
20230221,9253.0,2383.5,0.2576,14845.3,723461.4,0.02052,0.01279
20230222,7860.5,2144.2,0.2728,14877.3,720643.5,0.02064,0.01091
20230223,8106.5,2203.0,0.2718,14882.7,719478.9,0.02069,0.01127
20230224,7284.1,1982.3,0.2721,14866.1,714921.8,0.02079,0.01019
20230227,7558.5,2045.6,0.2706,14874.3,712366.8,0.02088,0.01061
20230228,7596.9,2108.1,0.2775,14880.9,717632.8,0.02074,0.01059
20230301,9222.8,2602.3,0.2822,14911.3,725017.3,0.02057,0.01272
20230302,9369.4,2663.6,0.2843,14913.1,724152.6,0.02059,0.01294
20230303,8721.8,2334.5,0.2677,14883.4,726433.3,0.02049,0.01201
20230306,9556.7,2522.2,0.2639,14940.2,725368.5,0.0206,0.01318
20230307,9363.3,2365.7,0.2527,14919.6,714925.3,0.02087,0.0131
20230308,7226.2,2029.6,0.2809,14936.1,715150.1,0.02089,0.0101
20230309,7594.1,2410.0,0.3174,14957.9,713667.3,0.02096,0.01064
20230310,8153.2,2640.3,0.3238,14904.4,704161.0,0.02117,0.01158
20230313,8424.1,2616.3,0.3106,14922.5,710789.1,0.02099,0.01185
20230314,9349.3,2945.8,0.3151,14943.1,704973.0,0.0212,0.01326
20230315,8204.6,2518.3,0.3069,14945.6,708155.5,0.0211,0.01159
20230316,8480.4,2485.7,0.2931,14942.1,699412.7,0.02136,0.01212
20230317,9750.9,3156.0,0.3237,14929.9,703965.0,0.02121,0.01385
20230320,10592.1,3354.2,0.3167,14957.1,701609.9,0.02132,0.0151
20230321,8960.8,2867.6,0.32,14976.1,708809.5,0.02113,0.01264
20230322,9604.0,3342.5,0.348,15012.6,712111.3,0.02108,0.01349
20230323,10237.3,3502.8,0.3422,15050.8,717222.8,0.02098,0.01427
20230324,10783.0,3755.1,0.3482,15073.0,715406.0,0.02107,0.01507
20230327,11436.2,4097.7,0.3583,15154.3,713987.5,0.02122,0.01602
20230328,10071.6,3523.8,0.3499,15169.9,711488.7,0.02132,0.01416
20230329,9835.5,3419.9,0.3477,15157.8,711085.9,0.02132,0.01383
20230330,9461.9,3078.8,0.3254,15166.9,715096.4,0.02121,0.01323
20230331,9546.2,3259.6,0.3415,15129.9,718939.5,0.02104,0.01328
20230403,12548.0,4506.2,0.3591,15229.3,725320.6,0.021,0.0173
20230404,13276.5,4842.4,0.3647,15244.1,726655.6,0.02098,0.01827
20230406,11956.4,4545.1,0.3801,15325.3,726509.6,0.02109,0.01646
20230407,10557.3,4001.2,0.379,15304.0,730868.6,0.02094,0.01444
20230410,12271.9,4485.6,0.3655,15321.0,727051.0,0.02107,0.01688
20230411,10844.7,3812.9,0.3516,15333.6,727434.3,0.02108,0.01491
20230412,11331.8,4033.4,0.3559,15394.5,730064.6,0.02109,0.01552
20230413,11383.1,4069.2,0.3575,15393.9,726402.9,0.02119,0.01567
20230414,11162.3,4020.7,0.3602,15382.9,729930.4,0.02107,0.01529
20230417,11222.3,3573.8,0.3185,15420.1,737076.3,0.02092,0.01523
20230418,10614.8,3474.5,0.3273,15430.4,738461.3,0.0209,0.01437
20230419,10842.7,3691.4,0.3405,15454.2,734209.6,0.02105,0.01477
20230420,11404.9,4108.8,0.3603,15486.6,733473.9,0.02111,0.01555
20230421,12200.7,4350.1,0.3565,15416.9,718212.3,0.02147,0.01699
20230424,10854.7,3739.1,0.3445,15445.1,712988.3,0.02166,0.01522
20230425,11359.8,3961.6,0.3487,15369.8,707519.7,0.02172,0.01606
20230426,11253.5,4156.4,0.3693,15321.3,708196.0,0.02163,0.01589
20230427,10476.3,3666.3,0.35,15241.6,711376.8,0.02143,0.01473
20230428,11195.1,3787.8,0.3383,15139.2,720299.4,0.02102,0.01554
20230504,11742.7,3567.6,0.3038,15245.3,724299.2,0.02105,0.01621
20230505,10753.9,3340.4,0.3106,15207.1,721814.3,0.02107,0.0149
20230508,11411.9,3207.1,0.281,15263.9,731613.3,0.02086,0.0156
20230509,12266.3,3338.9,0.2722,15278.5,723669.4,0.02111,0.01695
20230510,10227.5,3078.2,0.301,15283.1,718792.3,0.02126,0.01423
20230511,8981.5,2884.2,0.3211,15274.2,718085.1,0.02127,0.01251
20230512,8504.5,2678.0,0.3149,15214.4,710291.5,0.02142,0.01197
20230515,9404.4,2863.2,0.3045,15235.6,718592.6,0.0212,0.01309
20230516,8681.8,2852.3,0.3285,15221.2,713711.4,0.02133,0.01216
20230517,7834.5,2725.1,0.3478,15231.7,713781.2,0.02134,0.01098
20230518,8829.7,3267.6,0.3701,15266.7,716186.3,0.02132,0.01233
20230519,8504.2,3206.3,0.377,15223.6,714570.2,0.0213,0.0119
20230522,7977.9,2749.6,0.3446,15215.1,717166.3,0.02122,0.01112
20230523,7682.5,2698.4,0.3512,15192.7,707723.4,0.02147,0.01086
20230524,8048.9,2909.1,0.3614,15201.7,700629.7,0.0217,0.01149
20230525,8592.2,3183.5,0.3705,15192.1,699528.2,0.02172,0.01228
20230526,8235.6,3110.1,0.3776,15164.4,702080.3,0.0216,0.01173
20230529,9232.6,3424.8,0.3709,15178.8,702013.6,0.02162,0.01315
20230530,9354.6,3425.2,0.3662,15173.7,703613.8,0.02157,0.0133
20230531,9408.7,3517.4,0.3738,15189.0,699368.0,0.02172,0.01345
20230601,9888.7,3679.8,0.3721,15196.3,700460.0,0.02169,0.01412
20230602,9425.2,3382.6,0.3589,15147.0,707432.7,0.02141,0.01332
20230605,8752.7,3159.8,0.361,15171.2,707894.2,0.02143,0.01236
20230606,9395.7,3316.4,0.353,15134.6,698701.2,0.02166,0.01345
20230607,8161.1,2943.7,0.3607,15136.8,698432.7,0.02167,0.01168
20230608,8613.4,3033.8,0.3522,15114.0,700687.8,0.02157,0.01229
20230609,9912.3,3602.3,0.3634,15089.9,704455.2,0.02142,0.01407
20230612,9669.2,3304.0,0.3417,15122.0,709752.0,0.02131,0.01362
20230613,9439.0,3296.4,0.3492,15118.8,712360.5,0.02122,0.01325
20230614,10021.4,3440.6,0.3433,15107.7,712693.3,0.0212,0.01406
20230615,10740.7,3822.9,0.3559,15100.2,718929.4,0.021,0.01494
20230616,10702.1,3741.8,0.3496,15072.8,724513.1,0.0208,0.01477
20230619,11088.0,4060.4,0.3662,15134.8,721816.2,0.02097,0.01536
20230620,10924.8,4040.1,0.3698,15164.8,719557.1,0.02108,0.01518
20230621,10244.8,3765.6,0.3676,15073.6,708816.8,0.02127,0.01445
20230626,9797.8,3355.5,0.3425,15055.2,697785.6,0.02158,0.01404
20230627,8428.6,2716.9,0.3223,15047.2,707227.2,0.02128,0.01192
20230628,8903.6,3058.5,0.3435,15002.0,705964.7,0.02125,0.01261
20230629,8687.6,2978.0,0.3428,15010.5,705939.7,0.02126,0.01231
20230630,9218.5,3202.7,0.3474,14955.0,711509.0,0.02102,0.01296
20230703,10270.6,3371.4,0.3283,14984.6,719945.7,0.02081,0.01427
20230704,9315.8,3104.1,0.3332,15007.8,721079.8,0.02081,0.01292
20230705,8705.7,2947.7,0.3386,15017.1,715926.3,0.02098,0.01216
20230706,8220.5,2746.8,0.3341,15025.4,712899.7,0.02108,0.01153
20230707,8019.1,2713.9,0.3384,14983.3,710411.1,0.02109,0.01129
20230710,7634.4,2527.7,0.3311,14989.9,712656.6,0.02103,0.01071
20230711,7749.8,2578.4,0.3327,14993.4,717221.0,0.0209,0.01081
20230712,9135.9,3037.6,0.3325,14965.3,711095.0,0.02105,0.01285
20230713,9223.4,3112.4,0.3374,14947.9,720891.0,0.02074,0.01279
20230714,9252.9,3228.1,0.3489,14933.6,720956.9,0.02071,0.01283
20230717,8044.3,2747.2,0.3415,14955.8,716213.1,0.02088,0.01123
20230718,7792.3,2587.5,0.3321,14956.9,713840.8,0.02095,0.01092
20230719,7040.5,2407.0,0.3419,14958.7,713456.2,0.02097,0.00987
20230720,7880.7,2620.1,0.3325,14907.9,706742.4,0.02109,0.01115
20230721,7127.6,2384.2,0.3345,14855.9,706118.6,0.02104,0.01009
20230724,6603.0,2062.2,0.3123,14855.2,705007.8,0.02107,0.00937
20230725,9495.2,2647.1,0.2788,14851.2,720667.7,0.02061,0.01318
20230726,7935.8,2410.0,0.3037,14837.6,717863.2,0.02067,0.01105
20230727,7848.9,2353.6,0.2999,14823.5,716081.7,0.0207,0.01096
20230728,9541.4,2640.3,0.2767,14792.3,727996.9,0.02032,0.01311
20230731,11094.8,2922.2,0.2634,14862.8,733315.2,0.02027,0.01513
20230801,9600.4,2594.0,0.2702,14881.0,732429.7,0.02032,0.01311
20230802,8388.6,2291.2,0.2731,14910.9,727743.6,0.02049,0.01153
20230803,8349.4,2268.9,0.2717,14927.7,731385.2,0.02041,0.01142
20230804,10513.0,2908.8,0.2767,14933.0,733925.8,0.02035,0.01432
20230807,8919.5,2694.3,0.3021,14987.7,729870.6,0.02053,0.01222
20230808,8003.8,2465.1,0.308,14987.2,727833.6,0.02059,0.011
20230809,7382.5,2457.3,0.3329,14965.7,724012.8,0.02067,0.0102
20230810,6957.8,2287.5,0.3288,14959.5,725626.2,0.02062,0.00959
20230811,7647.5,2364.0,0.3091,14906.0,711223.4,0.02096,0.01075
20230814,7430.8,2339.4,0.3148,14905.8,710007.3,0.02099,0.01047
20230815,7074.7,2374.9,0.3357,14903.2,708284.0,0.02104,0.00999
20230816,7057.0,2333.5,0.3307,14878.3,702445.9,0.02118,0.01005
20230817,7415.1,2449.4,0.3303,14889.2,706634.2,0.02107,0.01049
20230818,7460.9,2567.5,0.3441,14842.2,697843.4,0.02127,0.01069
20230821,6793.3,2260.8,0.3328,14840.4,689799.4,0.02151,0.00985
20230822,8197.0,2751.7,0.3357,14841.9,695806.8,0.02133,0.01178
20230823,7082.1,2355.2,0.3326,14814.6,685115.0,0.02162,0.01034
20230824,7875.1,2663.0,0.3382,14792.0,687270.0,0.02152,0.01146
20230825,7679.7,2686.0,0.3497,14694.6,681371.3,0.02157,0.01127
20230828,11284.2,3501.6,0.3103,14756.2,689173.1,0.02141,0.01637
20230829,10391.2,3620.6,0.3484,14786.9,700635.2,0.02111,0.01483
20230830,9857.6,3652.7,0.3706,14795.3,701614.6,0.02109,0.01405
20230831,8298.4,2972.6,0.3582,14773.4,697823.7,0.02117,0.01189
20230901,7473.8,2484.0,0.3324,14725.0,700951.9,0.02101,0.01066
20230904,8885.1,2633.3,0.2964,14763.3,711392.9,0.02075,0.01249
20230905,8061.2,2812.9,0.3489,14781.6,706684.0,0.02092,0.01141
20230906,7730.8,2946.9,0.3812,14800.5,707301.5,0.02093,0.01093
20230907,7686.3,2917.1,0.3795,14781.8,697980.9,0.02118,0.01101
20230908,6832.8,2754.7,0.4032,14739.6,696873.6,0.02115,0.0098
20230911,8423.5,3067.6,0.3642,14995.0,703303.2,0.02132,0.01198
20230912,7094.5,2577.0,0.3632,15080.4,702334.1,0.02147,0.0101
20230913,6993.9,2501.9,0.3577,15129.6,697616.4,0.02169,0.01003
20230914,6668.8,2261.4,0.3391,15148.9,696803.8,0.02174,0.00957
20230915,7226.4,2389.6,0.3307,15164.0,694585.4,0.02183,0.0104
20230918,6995.1,2293.4,0.3279,15197.8,697836.1,0.02178,0.01002
20230919,6360.2,2012.2,0.3164,15198.2,695829.7,0.02184,0.00914
20230920,5741.6,1836.3,0.3198,15199.1,692327.1,0.02195,0.00829
20230921,5798.7,1829.1,0.3154,15207.9,687172.6,0.02213,0.00844
20230922,7666.2,2577.9,0.3363,15211.6,698781.6,0.02177,0.01097
20230925,7189.1,2482.1,0.3453,15247.2,695579.7,0.02192,0.01034
20230926,6667.1,2403.8,0.3605,15245.7,692673.0,0.02201,0.00963
20230927,7175.0,2534.3,0.3532,15265.4,694235.8,0.02199,0.01034
20230928,7182.5,2517.9,0.3506,15097.0,695762.4,0.0217,0.01032
20231009,7709.7,2703.6,0.3507,15216.3,694035.1,0.02192,0.01111
20231010,7760.9,2747.8,0.3541,15279.9,690366.0,0.02213,0.01124
20231011,8401.0,3076.5,0.3662,15330.5,691447.6,0.02217,0.01215
20231012,8332.4,2835.1,0.3402,15371.8,697669.5,0.02203,0.01194
20231013,8098.6,2895.5,0.3575,15357.3,692973.4,0.02216,0.01169
20231016,8142.5,2784.0,0.3419,15400.2,688347.5,0.02237,0.01183
20231017,7363.9,2490.1,0.3381,15406.0,689793.6,0.02233,0.01068
20231018,7675.6,2494.5,0.325,15395.6,682618.5,0.02255,0.01124
20231019,8136.0,2620.8,0.3221,15399.9,671067.8,0.02295,0.01212
20231020,7324.4,2436.7,0.3327,15370.6,665791.8,0.02309,0.011
20231023,7230.3,2338.5,0.3234,15365.6,655653.4,0.02344,0.01103
20231024,8053.2,2645.3,0.3285,15384.0,661705.2,0.02325,0.01217
20231025,8749.2,2874.5,0.3285,15394.0,665885.9,0.02312,0.01314
20231026,8434.0,2938.8,0.3484,15394.7,669171.2,0.02301,0.0126
20231027,9664.2,3410.9,0.3529,15370.6,677661.6,0.02268,0.01426
20231030,10396.2,3612.4,0.3475,15467.8,681968.2,0.02268,0.01524
20231031,9196.1,3112.8,0.3385,15494.7,680420.1,0.02277,0.01352
20231101,8137.7,2652.7,0.326,15529.5,680871.3,0.02281,0.01195
20231102,7686.4,2630.4,0.3422,15506.9,676625.8,0.02292,0.01136
20231103,8113.8,2835.0,0.3494,15468.5,682409.0,0.02267,0.01189
20231106,10662.4,3617.7,0.3393,15563.2,690904.6,0.02253,0.01543
20231107,9952.4,3506.5,0.3523,15620.1,691500.2,0.02259,0.01439
20231108,10401.2,3809.7,0.3663,15693.0,691178.4,0.0227,0.01505
20231109,9651.7,3462.3,0.3587,15705.7,690285.3,0.02275,0.01398
20231110,8301.9,2874.9,0.3463,15699.9,687364.4,0.02284,0.01208
20231113,8711.4,3113.0,0.3573,15757.0,689888.4,0.02284,0.01263
20231114,8964.8,3276.5,0.3655,15811.3,691971.0,0.02285,0.01296
20231115,9935.8,3594.0,0.3617,15855.5,696191.4,0.02277,0.01427
20231116,8538.5,3099.5,0.363,15864.2,690647.8,0.02297,0.01236
20231117,8291.2,2904.1,0.3503,15861.3,692236.6,0.02291,0.01198
20231120,9313.3,3352.2,0.3599,15942.8,696101.2,0.0229,0.01338
20231121,10085.2,3413.3,0.3384,15947.2,695526.1,0.02293,0.0145
20231122,8886.3,2990.3,0.3365,15955.2,689046.4,0.02316,0.0129
20231123,8398.3,2622.7,0.3123,15964.4,693773.7,0.02301,0.01211
20231124,8307.6,2671.7,0.3216,15914.7,688635.0,0.02311,0.01206
20231127,8592.2,2662.0,0.3098,15928.8,686512.7,0.0232,0.01252
20231128,7955.5,2515.1,0.3161,15933.2,688793.0,0.02313,0.01155
20231129,7928.1,2496.9,0.3149,15953.1,684333.4,0.02331,0.01159
20231130,7857.3,2509.2,0.3193,15925.2,685349.2,0.02324,0.01146
20231201,8448.6,2752.6,0.3258,,,,
20231204,8591.2,2875.0,0.3346,15941.3,684487.6,0.02329,0.01255
